name,chinese
DC_a01,她的黑色套装整年都在油腻的洗衣房水里泡着。
DC_a02,不要让我带着那样的油布。
DC_a03,你能告诉我原因吗？
DC_a04,谁批准了不限额的费用账户？
DC_a05,销毁所有与我的审计相关的文件。
DC_a06,科里和特里什用沙滩球玩了几个小时的捉迷藏。
DC_a07,他会允许一个罕见的谎言吗？
DC_a08,立即撤回所有虚假的指控。
DC_a09,现在可能不是进行商业合并的最佳时机。
DC_a10,幼儿园的孩子们为所有节日装饰他们的教室。
DC_a11,几年后，圆顶倒塌了。
DC_a12,但在这一部分，我们欢迎审计员。
DC_a13,许多人会穿着服装和面具在街上游荡，尽情狂欢。
DC_a14,在他的许多诗中，死亡以火车的形式出现，这是一个强烈的唤起视觉形象。
DC_a15,然后他会意识到那些实际上是只有他自己才能想到的事情。
DC_d01,她把你的深色西装整年泡在油腻的洗涤水里。
DC_d02,不要让我拿那样的油布。
DC_d03,“你会告诉我为什么吗？”
DC_d04,请帮我把这块脏桌布送到干洗店。
DC_d05,小男孩把虫放到鱼钩上。
DC_d06,篮球可以是一项娱乐性的运动。
DC_d07,你的耐力有多好？
DC_d08,鲍勃在一个大篝火中烧了纸和树叶。
DC_d09,十二月和一月是适合在迈阿密度过的好时光。
DC_d10,如果人们更加慷慨，就不需要战争了。
DC_d11,如果农场是租来的，租金必须支付。
DC_d12,实验室天体物理学
DC_d13,很快一个女人走过来，拿着一把折叠伞当作拐杖。
DC_d14,多数人可以从少数人的损失中获取多少利润？
DC_d15,社会是否确实作为一个实体存在，而不仅仅是人的集合？
DC_f01,整年都脱掉深色西装和油腻的洗涤水。
DC_f02,不要让我搬那样一块油腻的地毯。
DC_f03,你会告诉我为什么吗？
DC_f04,叫救护车寻求医疗帮助
DC_f05,龙卷风常常毁坏成片的农田。
DC_f06,草帽今年已经不再流行。
DC_f07,那个图只有经过深入研究后才有意义。
DC_f08,特种部队从绑匪手中解救人质。
DC_f09,当罗杰的牙掉了时，牙仙忘记来了。
DC_f10,罗宾会戴黄色的百合花吗？
DC_f11,他们的道具是两把梯子、一把椅子和一把蒲扇。
DC_f12,这是一个远远超出薪资和任期问题的问题。
DC_f13,香烟的闪烁光芒。
DC_f14,俯视一片树叶的海洋，一朵花的破浪。
DC_f15,通过认识到它不是什么，我们将获得对它更生动的理解。
DC_h01,她整年都把你的深色西装放在油腻的洗衣单里。
DC_h02,不要让我去拿那种油腻的抹布。
DC_h03,你能告诉我为什么吗？
DC_h04,那些音乐家配合得非常和谐。
DC_h05,东海岸是一个充满纯粹乐趣和刺激的地方。
DC_h06,这个噪音问题每天都变得越来越烦人。
DC_h07,项目开发进展得太慢了。
DC_h08,绿洲是海市蜃楼。
DC_h09,你的成绩比南希的高还是低？
DC_h10,在我加油后上冷色拉。
DC_h11,由此，人们感到磁力与电力一样普遍。
DC_h12,他的艺术成就使他能够进入任何社交聚会。
DC_h13,他不会带公文包。
DC_h14,显然，这对新婚夫妇在他们的新局面中有许多需要调整的地方。
DC_h15,无论是条件还是共谋，都在相当详细中得到了记录。
DC_n01,她把你的深色西装整年都放在满是油污的洗水里。
DC_n02,别让我提那样一块油乎乎的抹布。
DC_n03,你能告诉我为什么吗？
DC_n04,学习的最佳方式是解决额外的问题。
DC_n05,钙使骨骼和牙齿坚固。
DC_n06,灾难性的经济削减忽视了穷人。
DC_n07,在这里留有余地，但要合理解释所有错误。
DC_n08,格雷格每个工作日早上都会买新鲜牛奶。
DC_n09,农业产品分布不均。
DC_n10,最近的犹太教堂可能不在步行距离内。
DC_n11,因此，它超越政治，不需要借助信息来证明其合理性。
DC_n12,他总是口袋里有钱。
DC_n13,没有任何回邮地址。
DC_n14,保持坐着，伙计们。我只是想给这个东西做一些最后的完善。
DC_n15,他小心地撕下地窖的鳍片，把三只狗放在锡箔纸上。
DC_n16,她把你的深色西装在油腻的洗衣水里泡了一整年。
DC_n17,“不要让我拿那样一块油腻的破布。”
DC_n18,你能告诉我为什么吗？
DC_n19,谁批准了无限经费账户？
DC_n20,摧毁与我的审计相关的所有文件。
DC_n21,请帮我把这个脏桌布拿去干洗店。
DC_n22,小男孩把虫子挂在钩子上。
DC_n23,叫救护车来提供医疗援助。
DC_n24,龙卷风经常毁坏数英亩的农田。
DC_n25,地毯清洁工对我们的东方地毯进行了清洗。
DC_n26,他的肩膀感觉像是断了。
DC_n27,减少开支的前景对于任何一位州长来说都是一个不愉快的选择。
DC_n28,诊断结果令人沮丧。然而，他并没有过分担心。
DC_n29,那些音乐家和谐地演奏得非常出色。
DC_n30,东海岸是一个纯粹享受和兴奋的地方。
DC_sa01,她整年都把你的深色西装泡在油腻的洗衣水里。
DC_sa02,别让我像那样拿着一块油腻的抹布。
DC_sa03,你能告诉我为什么吗？
DC_sa04,削减支出的前景对于任何省长来说都是不愉快的。
DC_sa05,诊断结果令人沮丧，不过他并不太担心。
DC_sa06,在星期四的考试之前，复习每个公式。
DC_sa07,他们喜欢我试镜的时候。
DC_sa08,约翰以清理贝类为生。
DC_sa09,他从乞丐那里偷了一个硬币。
DC_sa10,杰夫认为你支持购买离心机。
DC_sa11,然而，垃圾仍然被几十顿餐厅晚餐所增加。
DC_sa12,美国报纸评论员喜欢称他的戏剧为虚无主义。
DC_sa13,但现在船非常慢，我们也不再有那么多水手了。
DC_sa14,这是这里少数几项几乎所有人都同意的公共项目之一。
DC_sa15,没有任何制造商主动指出所涉及的成本。
DC_su01,深色西装会增加你洗衣用水的负担吗？
DC_su02,别让我拿那种油腻的抹布。
DC_su03,你能告诉我为什么吗？
DC_su04,地毯清洁工给我们的东方地毯洗了洗。
DC_su05,他的肩膀感觉像是断了。
DC_su06,观景点俯瞰着大海。
DC_su07,我本来想坐地铁，但我没有足够的零钱。
DC_su08,笨拙的顾客打翻了一些昂贵的香水。
DC_su09,请在霜冻之前挖出我的土豆。
DC_su10,祖母超越了穿衬裙时期的教养。
DC_su11,拯救重新思考？
DC_su12,“使用得当吗？这本书不是开悟的优秀工具吗？”
DC_su13,“透过倾盆大雨，亮着灯的窗户像宝石一样闪闪发光。”
DC_su14,但这并不影响它作为一部有趣而非伟大电影的价值。
DC_su15,他进一步提议为实验性医院提供未指定金额的拨款。
JE_a01,她整年都在处理你的深色西装和油腻的洗涤水！
JE_a02,别让我拿那样的油腻抹布！
JE_a03,你会告诉我为什么吗？
JE_a04,谁批准了无限制的开支账户？
JE_a05,销毁所有与我的审计相关的文件！
JE_a06,科里和特莉莎用沙滩球玩了几个小时的捉迷藏游戏。
JE_a07,他会容许罕见的谎言。
JE_a08,立即撤回所有虚假指控。
JE_a09,目前可能不是进行企业合并的最佳时机。
JE_a10,幼儿园的孩子们为所有节日装饰他们的教室。
JE_a11,几年后，圆顶倒塌了。
JE_a12,但在一个部门，我们欢迎审计员。
JE_a13,很多人会穿着化妆服和面具在街上游荡，尽情狂欢。
JE_a14,在他的许多诗中，死亡是乘火车来的，这是一个极具感染力的视觉意象。
JE_a15,然后他会意识到，实际上这些事情只有他自己能够想象。
JE_d01,她整年都把你的深色西装和油腻的洗涤水放在一起。
JE_d02,别让我拿那样的油布。
JE_d03,你能告诉我为什么吗？
JE_d04,请帮我把这块脏桌布送去干洗店。
JE_d05,小男孩把虫子挂在钩子上。
JE_d06,篮球可能是一项有趣的运动。
JE_d07,你的耐力怎么样？
JE_d08,哎，把纸和树叶在大篝火上烧掉。
JE_d09,十二月和一月是适合在迈阿密度过的美好月份。
JE_d10,如果人们更加慷慨，就不需要福利了。
JE_d11,农场是租来的。租金必须支付。
JE_d12,实验室天体物理学
JE_d13,很快，一个女人来了，拿着一把折叠伞当作拐杖用。
JE_d14,多数人能够从少数人的损失中获得多少利润？
JE_d15,社会确实存在于个体人群聚集之上的一个实体。
JE_f01,她整年都有你的深色、可爱、油乎乎的洗澡水吗？
JE_f02,不要让我拿那样一个油腻的抹布。
JE_f03,等等，告诉我为什么？
JE_f04,拨打救护车以获得医疗援助。
JE_f05,龙卷风经常摧毁大片农田。
JE_f06,今年草帽不流行。
JE_f07,那个图表只有经过深入研究后才有意义。
JE_f08,特种任务部队营救被绑架的人质。
JE_f09,当罗杰的牙齿掉了时，牙仙忘了来。
JE_f10,“罗宾会佩戴黄百合吗？”
JE_f11,他们的道具是两个折梯、一把椅子和一把棕榈扇。
JE_f12,这是一个远远超出工资和任期问题的问题。
JE_f13,香烟的微光。
JE_f14,俯瞰一片绿叶的海洋，一波绽放的花浪。
JE_f15,我们将通过认识到它不是什麽，来更生动地感知它是什麽。
JE_h01,你整年都穿着你的深色西装和油腻的洗涤水吗？
JE_h02,不要让我拿那样的油腻抹布。
JE_h03,你能告诉我为什么吗？
JE_h04,那些音乐家和谐地配合得非常出色。
JE_h05,东海岸是一个充满纯粹乐趣和兴奋的地方。
JE_h06,那个噪音问题每天都变得越来越烦人。
JE_h07,项目开发进度太慢了。
JE_h08,绿洲是一场海市蜃楼。
JE_h09,你的成绩比南希的高还是低？
JE_h10,加油后再上凉拌卷心菜。
JE_h11,由此，人们感到磁力与电力一样普遍。
JE_h12,他的艺术成就为他提供了进入任何社交聚会的通行证。
JE_h13,他不会带公文包。
JE_h14,显然，新婚夫妇需要对他们的新情况做出许多调整。
JE_h15,无论是条件还是共谋，都有详细的记录。
JE_n01,她整年都拿着你的深色西装和油腻的洗涤水。
JE_n02,不要让我拿那样的油布。
JE_n03,你会告诉我为什么吗？
JE_n04,学习的最佳方法是多做练习题。
JE_n05,钙使骨骼和牙齿强壮。
JE_n06,灾难性的经济削减忽视了穷人。
JE_n07,在这里留有余地，但要合理化所有错误。
JE_n08,格雷格每个工作日早晨都买新鲜牛奶。
JE_n09,农产品分布不均。
JE_n10,最近的犹太教堂可能不在步行距离内。
JE_n11,因此，它超越了政治，并不需要通过一个信息来证明其合理性。
JE_n12,他总是口袋里有钱。
JE_n13,没有任何回信地址
JE_n14,坐好，男孩们，我只是想给这个东西做些最后的润色。
JE_n15,他小心翼翼地撕下玻璃纸，把三只热狗放在锡纸上。
JE_n16,整年她都把你的黑色西装和油腻的洗涤水弄到了一起。
JE_n17,不要让我拿那种破布。
JE_n18,你能告诉我原因吗？
JE_n19,谁授权了无限的费用账目？
JE_n20,销毁所有与我的审计相关的文件。
JE_n21,请帮我把这块脏桌布送到干洗店去。
JE_n22,小男孩把虫子挂在钩子上。
JE_n23,呼叫救护车以获取医疗帮助。
JE_n24,龙卷风经常摧毁大片农田。
JE_n25,地毯清洁工清洗了我们的东方地毯。
JE_n26,他的肩膀感觉像是断了。
JE_n27,削减支出的前景对任何州长来说都是不愉快的。
JE_n28,诊断结果令人沮丧，但他并没有过于担心。
JE_n29,那些音乐家和谐得非常精彩。
JE_n30,东海岸是一个纯粹享受和激情的地方。
JE_sa01,她整年穿着你的深色西装，用油腻的清洗水。
JE_sa02,别让我拿那样的油抹布。
JE_sa03,你能告诉我为什么吗？
JE_sa04,“减少开支的前景对任何州长来说都是不愉快的。”
JE_sa05,诊断结果令人沮丧，不过他并不太担心。
JE_sa06,在周四考试之前，复习每一个公式。
JE_sa07,他们很喜欢我试镜时的表现。
JE_sa08,约翰靠清理贝类为生。
JE_sa09,他从乞丐那里偷了一分钱。
JE_sa10,杰夫认为你主张购买离心机。
JE_sa11,然而，垃圾仍然增加了几十个餐厅晚餐。
JE_sa12,美国的报纸评论家喜欢称他的戏剧为虚无主义。
JE_sa13,但是船现在很慢，我们也不再有那么多水手了。
JE_sa14,这是这里极少数几乎人人同意的公共项目之一。
JE_sa15,制造商主动指出了所涉及的成本。
JE_su01,她整年都有你的黑暗、巨大的油腻洗涤水？
JE_su02,别让我拿那样一块油腻的抹布！
JE_su03,你能告诉我为什么吗？
JE_su04,地毯清洁剂给我们的东方地毯洗了洗。
JE_su05,他的肩膀感觉像是断了。
JE_su06,这个观景点俯瞰大海。
JE_su07,我想乘地铁，但我没有足够的零钱。
JE_su08,笨手笨脚的顾客洒了一些昂贵的香水。
JE_su09,请在霜冻之前挖出我的土豆！
JE_su10,祖母超越了她成长过程中的襯裙。
JE_su11,拯救再思考！
JE_su12,如果使用得当，本书是启蒙的极好工具。
JE_su13,在倾盆大雨中，明亮的窗户像宝石般闪耀。
JE_su14,但这并不削弱其作为一部有趣的（即使不是伟大的）电影的价值。
JE_su15,他进一步提议为实验性医院提供不定额的资助。
JK_a01,她整年都在用油腻的洗涤水洗你的深色西装。
JK_a02,不要让我拿那样的油腻抹布。
JK_a03,你能告诉我为什么吗？
JK_a04,谁批准了无限额的开支账户？
JK_a05,销毁与我的审计相关的所有文件。
JK_a06,科里和特里什用沙滩球玩了几个小时的捉迷藏。
JK_a07,他会容许一个罕见的谎言。
JK_a08,立即撤回所有虚假的指控。
JK_a09,现在可能不是进行企业合并的最佳时机。
JK_a10,幼儿园的孩子们为所有节日装饰他们的教室。
JK_a11,几年后，圆顶倒塌了。
JK_a12,但在这个部分中，我们欢迎审计员。
JK_a13,许多人会穿着服装和面具在街上游荡，尽情享乐。
JK_a14,在他的许多诗中，死亡由火车带来，这是一个强烈的唤起视觉形象。
JK_a15,然后他会意识到它们实际上是只有他自己才能想到的事情。
JK_d01,她整年都把你的深色套装泡在油腻的洗衣水里。
JK_d02,不要让我拿那样的油腻抹布。
JK_d03,你能告诉我为什么吗？
JK_d04,请帮我把这块脏桌布送去干洗店。
JK_d05,小男孩把虫子放在钩子上。
JK_d06,篮球可以是一项很有趣的运动。
JK_d07,“你的耐力怎么样？”
JK_d08,鲍勃在一个大篝火中烧了纸和树叶。
JK_d09,十二月和一月是待在迈阿密的好月份。
JK_d10,如果人们更慷慨，就不会需要福利了。
JK_d11,如果农场是租来的，就必须支付租金。
JK_d12,实验室天体物理学
JK_d13,不久，一个女人走过来，拿着一把折叠伞当拐杖。
JK_d14,大多数人能从少数人的亏损中获取多少利润？
JK_d15,社会真的作为一个实体而不仅仅是人类的聚集而存在吗？
JK_f01,她整年都把你的深色套装泡在油腻的洗衣水里。
JK_f02,不要让我拿那样一块油油的抹布。
JK_f03,你能告诉我为什么吗？
JK_f04,叫救护车提供医疗援助。
JK_f05,龙卷风经常摧毁大片农田。
JK_f06,草帽今年不流行。
JK_f07,只有经过深入研究后，那张图表才有意义。
JK_f08,特种行动小组从绑匪手中营救人质。
JK_f09,当罗杰的牙齿掉了的时候，牙仙忘了来。
JK_f10,罗宾会穿黄色的衣服吗？
JK_f11,它们是道具，包括两架双梯、一把椅子和一把蒲扇。
JK_f12,这是一个远远超出薪水和任期问题的问题。
JK_f13,香烟的脉动光芒！
JK_f14,俯瞰是一片树叶之海，如破浪般的花潮。
JK_f15,通过认识它不是什么，我们将更加生动地感受到它是什么。
JK_h01,“她整个一年都在用油腻的洗涤水洗你的深色西装。”
JK_h02,别让我拿那样的油腻抹布！
JK_h03,你能告诉我为什么吗？
JK_h04,那些音乐家配合得非常出色。
JK_h05,东海岸是一个充满纯粹快乐和刺激的地方。
JK_h06,这个噪音问题每天都变得越来越烦人。
JK_h07,项目开发进展得太慢了。
JK_h08,绿洲只是海市蜃楼。
JK_h09,你的成绩比南希的高还是低？
JK_h10,在我加油之后上凉拌卷心菜。
JK_h11,因此，人们感到磁力与电力一样普遍。
JK_h12,他的艺术成就使他在任何社交聚会中都能受到欢迎。
JK_h13,他不会提公文包。
JK_h14,显然，新婚夫妇需要对他们的新情况进行许多调整。
JK_h15,无论是条件还是共谋，都有相当详细的记录。
JK_n01,她整年都把你的黑色西装泡在油腻的洗涤水里。
JK_n02,“别让我拿那种油腻的抹布。”
JK_n03,你能告诉我为什么吗？
JK_n04,学习的最佳方式是多做练习题。
JK_n05,钙使骨骼和牙齿强壮。
JK_n06,灾难性的经济削减忽视了穷人。
JK_n07,请在这里留有余地，但要合理化所有错误。
JK_n08,格雷格每个工作日早上都会买新鲜牛奶。
JK_n09,农产品分布不均。
JK_n10,最近的犹太教堂可能不在步行距离之内。
JK_n11,因此，它超越了政治，不需要通过信息来证明其正当性。
JK_n12,他似乎总是口袋里有钱。
JK_n13,没有任何回寄地址。
JK_n14,保持坐着，伙计们，我只是想给这件事情做些最后的润色。
JK_n15,他小心翼翼地撕开玻璃纸，把三只热狗放在了锡纸上。
JK_n16,她整年都把你的深色西装放在油腻的洗衣水里。
JK_n17,别让我拿那样的油腻抹布。
JK_n18,“你能告诉我为什么吗？”
JK_n19,谁授权了无限额的费用账户？
JK_n20,销毁与我的审计相关的所有文件。
JK_n21,请帮我把这个脏桌布拿到洗衣店去。
JK_n22,小男孩把蚯蚓挂在鱼钩上。
JK_n23,请叫救护车来进行医疗急救。
JK_n24,龙卷风常常毁坏大片农田。
JK_n25,地毯清洁工为我们的东方地毯洗了地毯。
JK_n26,他的肩膀感觉像是断了。
JK_n27,削减支出的前景对任何州长来说都是令人不快的。
JK_n28,诊断结果令人沮丧，但他并没有过于担心。
JK_n29,那些音乐家和声非常出色。
JK_n30,东海岸是一个纯粹享乐和激动的地方。
JK_sa01,“她整年都把你的深色西装泡在油腻的洗涤水中。”
JK_sa02,“不要让我拿那样的油腻破布。”
JK_sa03,“你能告诉我为什么吗？”
JK_sa04,削减支出的前景对任何州长来说都是令人不快的。
JK_sa05,诊断结果令人沮丧，然而他并没有过分担心。
JK_sa06,在星期四的考试之前复习每个公式。
JK_sa07,当我试镜时，他们很喜欢。
JK_sa08,约翰靠清理贝类为生。
JK_sa09,他从乞丐那里偷了一角硬币。
JK_sa10,杰夫认为你在为购买离心机辩护。
JK_sa11,然而，垃圾仍然存在，并且增加了几十份食堂的晚餐垃圾。
JK_sa12,美国报纸评论家喜欢称他的戏剧为虚无主义。
JK_sa13,但是现在船只航行得很慢，我们也不再有那么多水手了。
JK_sa14,这是这里为数不多的几乎得到所有人认可的公共项目之一。
JK_sa15,没有制造商主动指出所涉及的成本。
JK_su01,她整年都拿着你的深色衣服和油腻的洗涤水！
JK_su02,别让我拿那样的油布！
JK_su03,你会告诉我为什么吗？
JK_su04,地毯清洁工为我们的东方地毯清洗了地毯。
JK_su05,他的肩膀感觉像是断了。
JK_su06,观景台俯瞰着海洋。
JK_su07,我本打算乘坐地铁，但我零钱不够。
JK_su08,笨拙的顾客打翻了一些昂贵的香水。
JK_su09,请在霜冻前挖出我的土豆。
JK_su10,祖母超越了她在长裙下长大的背景。
JK_su11,救赎再审议？
JK_su12,正确地使用这本书作为一个绝佳的启蒙工具？
JK_su13,在倾盆大雨中，灯火辉煌的窗户像宝石般闪耀。
JK_su14,但这并不影响它作为一部有趣的电影的价值，即使不是伟大的电影。
JK_su15,他进一步提议为实验性医院提供数额不详的拨款。
KL_a01,她整年都把你的深色西装和脏兮兮的洗涤水放在一起。
KL_a02,不要让我拿那样的油腻抹布。
KL_a03,你能告诉我为什么吗？
KL_a04,谁批准了无限制的开支账户？
KL_a05,销毁所有与我的审计相关的文件。
KL_a06,Corey 和 Tish 用海滩球玩了几个小时的捉迷藏。
KL_a07,他将允许现实生活
KL_a08,立即撤销所有虚假的加速。
KL_a09,现在不是进行企业合并的最佳时机。
KL_a10,幼儿园的孩子们为所有节日装饰他们的教室。
KL_a11,几年后，圆顶倒塌了。
KL_a12,但在这个部分，我们欢迎审计员。
KL_a13,许多人穿着服装和面具在街上游荡，乐在其中。
KL_a14,在他的许多诗中，死亡是由火车带来的，这是一个极具感染力的视觉意象。
KL_a15,然后他才会意识到，那些真的是只有他自己才能想到的事情。
KL_d01,她整年都弄脏了你的深色衣服和带油污的洗涤水。
KL_d02,别让我拿那种油腻的抹布。
KL_d03,你能告诉我为什么吗？
KL_d04,请帮我把这块脏桌布送去干洗店。
KL_d05,小男孩把虫子挂在钩子上。
KL_d06,篮球可以是一项很有趣的运动。
KL_d07,你的耐力有多好？
KL_d08,芭布在一堆大火中烧了纸和树叶。
KL_d09,十二月和一月是适合在迈阿密度过的好时光。
KL_d10,如果人们更加慷慨，就不需要福利了。
KL_d11,如果农场是租赁的，租金必须支付。
KL_d12,实验室天体物理学
KL_d13,不久，一个女人走来，带着一把折叠伞作为拐杖。
KL_d14,大多数人能从少数人的损失中获取多少利润？
KL_d15,社会是否真的作为一个实体而存在，超越了人的集合？
KL_f01,她整年都穿着你的黑色套装和油腻的洗涤水。
KL_f02,别让我去拿那种油腻的抹布。
KL_f03,你能告诉我为什么吗？
KL_f04,叫救护车或医疗救助。
KL_f05,龙卷风经常毁坏几英亩的农田。
KL_f06,今年草帽是一种时尚。
KL_f07,那个图示只有经过深入研究后才有意义。
KL_f08,特别行动小组从绑匪手中解救人质。
KL_f09,罗杰的牙掉了，但牙仙忘了来。
KL_f10,罗宾会戴上一朵黄色的百合花吗？
KL_f11,他们的道具是两个双梯、一把椅子和一把蒲扇。
KL_f12,这是一个远远超出薪资和任期问题的问题。
KL_f13,香烟闪烁的光芒。
KL_f14,俯瞰下去是一片树叶的海洋，一波破碎的花浪。
KL_f15,我们将通过认识它不是什么来达到对它更生动的理解。
KL_h01,她整年都把你的深色西装泡在油腻的洗衣水里。
KL_h02,别让我拿那样的油布。
KL_h03,你能告诉我为什么吗？
KL_h04,那些音乐家和声极其美妙。
KL_h05,东海岸是一个充满纯粹快乐和兴奋的地方。
KL_h06,那个噪音问题每天都变得更加令人烦恼。
KL_h07,项目开发进展太慢。
KL_h08,绿洲是海市蜃楼。
KL_h09,你的成绩比南希的高还是低？
KL_h10,加油后再上凉拌卷心菜。
KL_h11,因此，人们感觉到磁力与电力一样普遍。
KL_h12,他的艺术成就确保他能参加每一个社交聚会。
KL_h13,“他不会提公文包。”
KL_h14,显然，新婚夫妇在新的环境中有许多需要调整的地方。
KL_h15,无论是条件还是共谋，都有相当详细的记录。
KL_n01,她把你的黑色西装在油腻的洗衣水里浸了一整年。
KL_n02,不要让我拿那样的油布。
KL_n03,你能告诉我为什么吗？
KL_n04,学习的最佳方式是多做练习题。
KL_n05,钙使骨骼和牙齿更坚固。
KL_n06,灾难性的经济削减忽视了穷人。
KL_n07,允许征收，但要合理化所有错误。
KL_n08,格雷格每个工作日早晨都会买新鲜牛奶。
KL_n09,农业产品分布不均。
KL_n10,最近的犹太教堂可能不在步行距离内。
KL_n11,因此，它超越了政治，不需要通过信息进行辩护。
KL_n12,他总是口袋里装着钱。
KL_n13,没有任何回邮地址。
KL_n14,保持座位。男孩们，我只想在这件事上做一些最后的修饰。
KL_n15,他小心地撕开了玻璃纸，把三只热狗放在锡纸上。
KL_n16,她把你的深色西装放在油腻的洗涤水中洗了一整年。
KL_n17,别让我拿那样的油腻抹布。
KL_n18,你能告诉我为什么吗？
KL_n19,谁授权无限制的费用账户？
KL_n20,销毁所有与我的审计相关的文件。
KL_n21,请把这块脏桌布送去干洗店帮我洗一下。
KL_n22,小男孩把虫子挂到了钩子上。
KL_n23,拨打救护车寻求医疗援助。
KL_n24,龙卷风常常摧毁成片的农田。
KL_n25,地毯清洁工为我们的东方地毯洗了洗。
KL_n26,他的肩膀感觉像是断了。
KL_n27,削减开支的前景对于任何一位州长来说都是不愉快的。
KL_n28,诊断结果令人沮丧，然而他并不过于担心。
KL_n29,那些音乐家们配合得非常出色。
KL_n30,东海岸是一个充满纯粹愉悦和兴奋的地方。
KL_sa01,她整年都有你的黑色西装和油腻的洗墙。
KL_sa02,别让我用那种旧抹布在油里烹调咖喱。
KL_sa03,你能告诉我为什么吗？
KL_sa04,削减支出的可能性对任何州长来说都是一个令人不快的事情。
KL_sa05,诊断结果令人沮丧，但他并没有过于担心。
KL_sa06,在周四考试之前，复习每个公式。
KL_sa07,他们喜欢我试镜的时候。
KL_sa08,约翰以清理贝类为生。
KL_sa09,他从乞丐那里偷了一枚硬币。
KL_sa10,杰夫以为你主张购买中间放置的冰箱。
KL_sa11,然而，垃圾中仍然夹杂着几十顿餐厅晚餐的残余。
KL_sa12,美国报纸评论喜欢称他的戏剧为虚无主义。
KL_sa13,但是现在船只变得非常慢，而且我们已经没有那么多水手了。
KL_sa14,这是这里少有的几乎人人都同意的公共项目之一。
KL_sa15,没有哪个制造商主动指出所涉及的成本。
KL_su01,她整年都在用油腻的洗水洗你的深色西装。
KL_su02,不要让我拿着那样一块油腻的抹布。
KL_su03,你能告诉我为什么吗？
KL_su04,地毯清洁工给我们的东方地毯进行了洗涤。
KL_su05,他的肩膀感觉像是断了。
KL_su06,这个观景点俯瞰着大海。
KL_su07,我拖延了地铁，但没有足够的零钱。
KL_su08,笨拙的顾客洒了一些昂贵的香水。
KL_su09,请在霜冻之前挖出我的土豆。
KL_su10,祖母超越了她在衬裙中的成长环境。
KL_su11,拯救的重新审视。
KL_su12,正确使用时，本书是一本优秀的启蒙工具。
KL_su13,点亮的窗户在瓢泼大雨中闪耀着宝石般的光辉。
KL_su14,但这并不影响它作为一部有趣（即使称不上伟大）的电影的价值。
KL_su15,他进一步提议拨款资助一些未明确金额的实验性医院。
