name,english
DC_a01, She had her dark suit in greasy wash water all year.
DC_a02, Don't ask me to carry an oily rag like that.
DC_a03, Will you tell me why?
DC_a04, Who authorized the unlimited expense account?
DC_a05, Destroy every file related to my audits.
DC_a06, Corey and Trish played tag with beach balls for hours?
DC_a07, He will allow a rare lie?
DC_a08, withdraw all phony accusations at once.
DC_a09, Right now may not be the best time for business mergers.
DC_a10, Kindergarten children decorate their classrooms for all holidays.
DC_a11, A few years later the dome fell in.
DC_a12, But in this one section we welcomed auditors.
DC_a13, A lot of people will roam the streets in costumes and masks and having a ball.
DC_a14," In many of his poems, death comes by train, a strong evocative visual image."
DC_a15, Then he would realise they were really things that only he himself could think.
DC_d01, She had your dark suit in greasy wash water all year.
DC_d02, Don't ask me to carry an oily rag like that.
DC_d03," ""'Will you tell me why?'"
DC_d04, Please take this dirty tablecloth to the cleaners for me.
DC_d05, The small boy put the worm on the hook
DC_d06, Basketball can be an entertaining sport.
DC_d07, How good is your endurance?
DC_d08, Bob burned paper and leaves in a big bonfire.
DC_d09, December and January are nice months to spend in Miami.
DC_d10," If people were more generous, there would be no need for warfare."
DC_d11," If the farm is rented, the rent must be paid."
DC_d12, laboratory astrophysics
DC_d13, Pretty soon a woman came along carrying a folded umbrella as a walking stick.
DC_d14, How much and how many profits could a majority take out of the losses of a few?
DC_d15, Does society really exist as an entity over and above the agglomeration of men?
DC_f01, Shed your dark suit and greasy wash water all year.
DC_f02, Don't ask me to carry an oily rug like that.
DC_f03, Will you tell me why?
DC_f04, call an ambulance for medical assistance
DC_f05, Tornadoes often destroy acres of farmland.
DC_f06, Straw hats are out of fashion this year.
DC_f07, That diagram makes sense only after much study.
DC_f08, Special task forces rescue hostages from kidnappers.
DC_f09, The Tooth Fairy forgot to come when Roger's tooth fell out.
DC_f10, Will Robin wear a yellow lily?
DC_f11," Their props were two step ladders, a chair and a palm fan."
DC_f12, This is a problem that goes considerably beyond questions of salary and tenure.
DC_f13, The pulsing glow of a cigarette.
DC_f14," One looked down on a sea of leaves, a breaking wave of flower."
DC_f15, We will achieve a more vivid sense of what it is by realizing what it is not.
DC_h01, She had your dark suit in greasy wash order all year.
DC_h02, Don't ask me to carry an oily rag like that.
DC_h03, Will you tell me why?
DC_h04, Those musicians harmonize marvelously.
DC_h05, The eastern coast is a place for pure pleasure and excitement.
DC_h06, That noise problem grows more annoying each day.
DC_h07, Project development was proceeding too slowly.
DC_h08, The oasis was a mirage.
DC_h09, Are your grades higher or lower than Nancy's?
DC_h10, Serve the coleslaw after I add the oil.
DC_h11," By that, one feels that magnetic forces are as general as electrical forces."
DC_h12, His artistic accomplishments guaranteed him entry into any social gathering.
DC_h13, He would not carry a briefcase.
DC_h14," Obviously, the bridal pair has many adjustments to make to their new situation."
DC_h15, Both the conditions and the complicity are documented in considerable details.
DC_n01, She had your dark suit in greasy wash water all year.
DC_n02, Don't ask me to carry an oily rag like that.
DC_n03, Will you tell me why?
DC_n04, The best way to learn is to solve extra problems.
DC_n05, Calcium makes bones and teeth strong.
DC_n06, Catastrophic economic cutbacks neglect the poor.
DC_n07," Allow leeway here, but rationalize all errors."
DC_n08, Greg buys fresh milk each weekday morning.
DC_n09, Agricultural products are unevenly distributed.
DC_n10, The nearest synagogue may not be within walking distance.
DC_n11," As such, it was beyond politics and had no need of justification by a message."
DC_n12, He always seemed to have money in his pocket.
DC_n13, No return address whatsoever.
DC_n14, Keep your seats boys. I just want to put some finishing touches on this thing.
DC_n15, He ripped down the cellar fin carefully and laid three dogs on the tin foil.
DC_n16, She had your dark suit in greasy wash water all year.
DC_n17," ""'Don't ask me to carry an oily rag like that.'"
DC_n18, Will you tell me why?
DC_n19, who authorized the unlimited expense account.
DC_n20, Destroy every file related to my audits.
DC_n21, Please take this dirty tablecloth to the cleaners for me.
DC_n22, The small boy put the worm on the hook.
DC_n23, Call an ambulance for medical assistance.
DC_n24, Tornadoes often destroy acres of farmland.
DC_n25, The carpet cleaners shampooed our oriental rug.
DC_n26, His shoulder felt as if it were broken.
DC_n27, The prospect of cutting back spending is an unpleasant one for any governor.
DC_n28," The diagnosis was discouraging. However, he was not overly worried."
DC_n29, Those musicians harmonize marvelously.
DC_n30, The eastern coast is a place for pure pleasure and excitement.
DC_sa01, She had your dark suit in greasy wash water all year.
DC_sa02, Don't ask me to carry an oily rag like that.
DC_sa03, Will you tell me why?
DC_sa04, The prospect of cutting back spending is an unpleasant one for any governor.
DC_sa05," The diagnosis was discouraging, however he was not overly worried."
DC_sa06," Before Thursday's exam, review every formula."
DC_sa07, They enjoy it when I audition.
DC_sa08, John Clean Shellfish for a living.
DC_sa09, He stole a dime from a beggar.
DC_sa10, Jeff thought you argued in favour of a centrifuge purchase.
DC_sa11, however the litter remained augmented by several dozen lunch-room suppers
DC_sa12, American newspaper reviewers like to call his plays nihilistic.
DC_sa13, But the ships are very slow now and we don't get so many sailors anymore.
DC_sa14, It is one of the rare public ventures here on which nearly everyone is agreed.
DC_sa15, No manufacturer has taken the initiative in pointing out the costs involved.
DC_su01," Should a dark suit increase your wash water haul, yeah?"
DC_su02, Don't ask me to carry an oily rag like that.
DC_su03, Will you tell me why?
DC_su04, The carpet cleaners shampooed our oriental rug?
DC_su05, His shoulder felt as if it were broken.
DC_su06, The viewpoint overlooked the ocean?
DC_su07," I'd ride the subway, but I haven't enough change."
DC_su08, The clumsy customer spilt some expensive perfume.
DC_su09, Please dig my potatoes up before frost.
DC_su10, Grandmother outgrew her upbringing in petticoats
DC_su11, Salvation reconsidered?
DC_su12," ""'Properly used? The present book isn't an excellent instrument of enlightenment?'"
DC_su13," ""'Lighted windows glow jewel-bright through the downpour.'"
DC_su14," But this doesn't detract from its merit as an interesting, if not great, film."
DC_su15, He further proposed grants of an unspecified sum for experimental hospitals
JE_a01, She had your dark suits and greasy wash water all year!
JE_a02, Don't ask me to carry an oily rag like that!
JE_a03, Will you tell me why?
JE_a04, Who authorised the unlimited expense account?
JE_a05, Destroy every fire related to my audits!
JE_a06, Corey and Trish played tag with beach balls for hours.
JE_a07, He will allow rare lie.
JE_a08, Withdraw all phony accusations at once.
JE_a09, Right now may not be the best time for business mergers.
JE_a10, Kindergarten children decorate their classrooms for all holidays.
JE_a11, A few years later the dome fell in.
JE_a12, But in the one section we welcomed auditors.
JE_a13, A lot of people will roam the streets in costumes and masks and having a ball.
JE_a14," In many of his poems death comes by train, a strongly evocative visual image."
JE_a15, then he would realize they were really things that only he himself could think.
JE_d01, She had your dark suit and greasy wash water all year.
JE_d02, Don't ask me to carry an oily rag like that.
JE_d03, Will you tell me why?
JE_d04, Please take this dirty tablecloth to the cleaners for me.
JE_d05, The small boy put the worm on the hook.
JE_d06, Basketball could be an entertaining sport.
JE_d07, How good is your endurance?
JE_d08," Bah, burn paper and leaves at a big bonfire."
JE_d09, December and January are nice months for spending in Miami.
JE_d10," If people are more generous, there will be no need for welfare."
JE_d11, The farm is rented. The rent must be paid.
JE_d12, Laboratory Astrophysics
JE_d13, Pretty soon a woman came along carrying a folded umbrella as a walking stick.
JE_d14, How much and how many profits could a majority take out of the losses of a few?
JE_d15, The society really exists as an entity over and above the agglomeration of men.
JE_f01," She had your dark, cute and greasy wash water all year?"
JE_f02, Don't ask me to carry an oily rag like that.
JE_f03," Wait, tell me why?"
JE_f04, Call an ambulance for medical assistance.
JE_f05, Tornadoes often destroy acres of farmland.
JE_f06, Straw hats are out of fashion this year.
JE_f07, That diagram makes sense only after much study.
JE_f08, Special task forces rescue hostages from kidnappers.
JE_f09, The tooth fairy forgot to come when Roger's tooth fell out.
JE_f10," ""'Will Robin wear a yellow lily?'"
JE_f11," Their props are two stepladders, a chair and a palm fan."
JE_f12, This is a problem that goes considerably beyond questions of salary and tenure.
JE_f13, The potion glow of a cigarette.
JE_f14," One look down on a sea of leaves, a breaking wave of flower."
JE_f15, We will achieve a more vivid sense of what it is by realising what it is not.
JE_h01, You had your dark suit and greasy wash water all year?
JE_h02, Don't ask me to carry an oily rag like that.
JE_h03, Would you tell me why?
JE_h04, Those musicians harmonized marvelously.
JE_h05, The eastern coast is a place for pure pleasure and excitement.
JE_h06, That noise problem grows more annoying each day.
JE_h07, Project development was proceeding too slowly.
JE_h08, The Oasis was a mirage.
JE_h09, Are your grades higher or lower than Nancy's?
JE_h10, Serve the coleslaw after I add the oil.
JE_h11," By that, one feels that magnetic forces are as general as electrical forces."
JE_h12, His artistic accomplishments guaranteed him entry into any social gathering.
JE_h13, He would not carry a briefcase.
JE_h14," Obviously, the bridal pair has many adjustments to make to their new situation."
JE_h15, Both the conditions and the complicity are documented in considerable details.
JE_n01, She had your dark suit and greasy wash water all year.
JE_n02, Don't ask me to carry an oily rag like that.
JE_n03, Will you tell me why?
JE_n04, The best way to learn is to solve extra problems.
JE_n05, Calcium makes bones and teeth strong.
JE_n06, Catastrophic economic cutbacks neglect the poor.
JE_n07," Allow leeway here, but rationalise all errors."
JE_n08, Greg buys fresh milk each weekday morning.
JE_n09, Agricultural products are unevenly distributed.
JE_n10, The nearest synagogue may not be within walking distance.
JE_n11," As such, it was beyond politics and had no need of justification by a message."
JE_n12, He always seemed to have money in his pocket.
JE_n13, no return address whatsoever
JE_n14," Keep your seats boys, I just want to put some finishing touches on this thing."
JE_n15, He ripped down the cellophane carefully and laid three dogs on the tinfoil.
JE_n16, She had your dark suit and greasy wash water all year.
JE_n17, Don't ask me to carry an orly rag like that.
JE_n18, Will you tell me why?
JE_n19, Who authorized the unlimited expense count?
JE_n20, Destroy every file related to my audits.
JE_n21, Please take this dirty tablecloth to the cleaners for me.
JE_n22, The small boy put the worm on the hook.
JE_n23, Call an ambulance for medical assistance.
JE_n24, Tornadoes often destroy acres of farmland.
JE_n25, The carpet cleaner's shampooed our oriental rug.
JE_n26, His shoulder felt as if it were broken.
JE_n27, The prospect of cutting back spending is an unpleasant one for any governor.
JE_n28," The diagnosis was discouraging, however, he was not overly worried."
JE_n29, Those musicians harmonized marvelously.
JE_n30, The eastern coast is a place for pure pleasure and excitement.
JE_sa01, She had your dark suit and greasy wash water all year.
JE_sa02, Don't ask me to carry an oily rag like that.
JE_sa03, Will you tell me why?
JE_sa04," ""'The prospect of cutting back spending is an unpleasant one for any governor.'"
JE_sa05," The diagnosis was discouraging, however he was not overly worried."
JE_sa06," Before Thursday's exam, review every formula."
JE_sa07, They enjoy it when I audition.
JE_sa08, John cleans shellfish for a living.
JE_sa09, He stole a dime from a beggar.
JE_sa10, Jeff thought you argued in favour of a centrifuge purchase.
JE_sa11," However, the litter remained augmented by several dozen lunchroom suppers."
JE_sa12, American newspaper reviewers like to call his plays nihilistic.
JE_sa13, But the ships are very slow now and we don't get so many sailors anymore.
JE_sa14, It is one of the rare public ventures here on which nearly everyone is agreed.
JE_sa15, The manufacturer has taken the initiative in pointing out the costs involved.
JE_su01," She had your dark, huge and greasy wash water all year?"
JE_su02, Don't ask me to carry an oily rag like that!
JE_su03, Will you tell me why?
JE_su04, The carpet cleaner shampooed our oriental rug.
JE_su05, His shoulder felt as if it were broken.
JE_su06, The viewpoint overlooked the ocean.
JE_su07," I'd ride the subway, but I haven't enough change."
JE_su08, The clumsy customer spilled some expensive perfume.
JE_su09, Please dig my potatoes up before frost!
JE_su10, Grandmother outgrew her upbringing petticoats.
JE_su11, Salvation reconsidered!
JE_su12," properly used, the present book is an excellent instrument of enlightenment."
JE_su13, Lighted windows glowed jewel bright through the downpour.
JE_su14," But this doesn't detract from its merit as an interesting, if not great, film."
JE_su15, He further proposed grants of an unspecified sum for experimental hospitals.
JK_a01, She had your dark suit in greasy wash water all year.
JK_a02, Don't ask me to carry an oily rag like that.
JK_a03, Will you tell me why?
JK_a04, Who authorised the unlimited expense account?
JK_a05, Destroy every file related to my audits.
JK_a06, Corey and Trish played tag with beach balls for hours.
JK_a07, He will allow a rare lie.
JK_a08, Withdraw all phony accusations at once.
JK_a09, Right now may not be the best time for business mergers.
JK_a10, Kindergarten children decorate their classrooms for all holidays.
JK_a11, A few years later the dome fell in.
JK_a12, But in this one section we welcomed auditors.
JK_a13, Lots of people will roam the streets in costumes and masks and having a ball.
JK_a14," In many of his poems death comes by train, a strongly evocative visual image."
JK_a15, Then he would realize they were really things that only he himself could think.
JK_d01, She had your dark suit in greasy wash water all year.
JK_d02, Don't ask me to carry an oily rag like that.
JK_d03, Will you tell me why?
JK_d04, Please take this dirty tablecloth to the cleaners for me.
JK_d05, The small boy put the worm on the hook.
JK_d06, Basketball can be an entertaining sport.
JK_d07," ""'How good is your endurance?'"
JK_d08, Bob burned paper and leaves in a big bonfire.
JK_d09, December and January are nice months to spend in Miami.
JK_d10," If people were more generous, there would be no need for welfare."
JK_d11," If the farm is rented, the rent must be paid."
JK_d12, Laboratory Astrophysics
JK_d13, Pretty soon a woman came along carrying a folded umbrella as a walking stick.
JK_d14, How much and how many profits could a majority take out of the losses of a few?
JK_d15, Does society really exist as an entity over and above the agglomeration of men?
JK_f01, She had your dark suit in greasy wash water all year.
JK_f02, Don't ask me to carry an oily rag like that.
JK_f03, Will you tell me why?
JK_f04, Call an ambulance for medical assistance.
JK_f05, Tornadoes often destroy acres of farmland.
JK_f06, Straw hats are out of fashion this year.
JK_f07, That diagram makes sense only after much study.
JK_f08, Special task forces rescue hostages from kidnappers.
JK_f09, The tooth fairy forgot to come when Roger's tooth fell out.
JK_f10, Will Robin wear a yellow
JK_f11," They're props with two step ladders, a chair and a palm fan."
JK_f12, This is a problem that goes considerably beyond questions of salary and tenure.
JK_f13, The pulsing glow of a cigarette!
JK_f14," One looked down on a sea of leaves, a breaking wave of flower."
JK_f15, We will achieve a more vivid sense of what it is by realizing what it is not.
JK_h01," ""'She had your dark suit in greasy washwater all year.'"
JK_h02, Don't ask me to carry an oily rag like that!
JK_h03, Will you tell me why?
JK_h04, Those musicians harmonize marvelously.
JK_h05, The eastern coast is a place for pure pleasure and excitement.
JK_h06, That noise problem grows more annoying each day.
JK_h07, Project development was proceeding too slowly.
JK_h08, The oasis was a mirage.
JK_h09, Are your grades higher or lower than Nancy's?
JK_h10, Serve the coleslaw after I add the oil.
JK_h11," By that, one feels that magnetic forces are as general as electrical forces."
JK_h12, His artistic accomplishments guaranteed him entry into any social gathering.
JK_h13, He would not carry a briefcase.
JK_h14, Obviously the bridal pair has many adjustments to make to their new situation.
JK_h15, Both the conditions and the complicity are documented in considerable details.
JK_n01, She had your dark suit in greasy wash water all year.
JK_n02," ""'Don't ask me to carry an oily rag like that.'"
JK_n03, Will you tell me why?
JK_n04, The best way to learn is to solve extra problems.
JK_n05, Calcium makes bones and teeth strong.
JK_n06, Catastrophic economic cutbacks neglect the poor.
JK_n07," Allow leeway here, but rationalise all errors."
JK_n08, Greg buys fresh milk each weekday morning.
JK_n09, Agricultural products are unevenly distributed.
JK_n10, The nearest synagogue may not be within walking distance.
JK_n11," As such, it was beyond politics and had no need of justification by a message."
JK_n12, He always seemed to have money in his pocket.
JK_n13, No return address whatsoever.
JK_n14," Keep your seats boys, I just want to put some finishing touches on this thing."
JK_n15, He ripped down the cellophane carefully and laid three dogs on the tinfoil.
JK_n16, She had your dark suit in greasy wash water all year.
JK_n17, Don't ask me to carry an oily rag like that.
JK_n18," ""'Will you tell me why?'"
JK_n19, Who authorized the unlimited expense account?
JK_n20, Destroy every file related to my audits.
JK_n21, Please take this dirty tablecloth to the cleaners for me.
JK_n22, The small boy put the worm on the hook.
JK_n23, Call an ambulance for medical assistance.
JK_n24, Tornadoes often destroy acres of farmland.
JK_n25, The carpet cleaner shampooed our oriental rug.
JK_n26, His shoulder felt as if it were broken.
JK_n27, The prospect of cutting back spending is an unpleasant one for any governor.
JK_n28," The diagnosis was discouraging, however he was not overly worried."
JK_n29, Those musicians harmonized marvelously.
JK_n30, The eastern coast is a place for pure pleasure and excitement.
JK_sa01," ""'She had your dark suit in greasy wash-water all year.'"
JK_sa02," ""'Don't ask me to carry an oily rag like that.'"
JK_sa03," ""'Will you tell me why?'"
JK_sa04, The prospect of cutting back spending is an unpleasant one for any governor.
JK_sa05," The diagnosis was discouraging, however he was not overly worried."
JK_sa06, Before Thursday's exam review every formula.
JK_sa07, They enjoy it when I audition.
JK_sa08, John cleans shellfish for a living.
JK_sa09, He stole a dime from a beggar.
JK_sa10, Jeff thought you argued in favour of the centrifuge purchase.
JK_sa11," However, the litter remained, augmented by several dozen lunchroom suppers."
JK_sa12, American newspaper reviewers like to call his plays nihilistic.
JK_sa13, But the ships are very slow now and we don't get so many sailors any more.
JK_sa14, It's one of the rare public ventures here on which nearly everyone is agreed.
JK_sa15, No manufacturer has taken the initiative in pointing out the costs involved.
JK_su01, She had your dark suit and greasy wash water all year!
JK_su02, Don't ask me to carry an oily rag like that!
JK_su03, Will you tell me why?
JK_su04, The carpet cleaner shampooed our oriental rug.
JK_su05, His shoulder felt as if it were broken.
JK_su06, The viewpoint overlooked the ocean.
JK_su07," I'd ride the subway, but I haven't enough change."
JK_su08, The clumsy customer spilled some expensive perfume.
JK_su09, Please dig my potatoes up before frost.
JK_su10, Grandmother outgrew her upbringing in petticoats.
JK_su11, Salvation reconsidered?
JK_su12, Properly use the present book as an excellent instrument of enlightenment?
JK_su13, Lighted windows glow jewel bright through the downpour?
JK_su14," But this doesn't detract from its merit as an interesting, if not great, film."
JK_su15, He further proposed grants of an unspecified sum for experimental hospitals.
KL_a01, She had your dark suit and greasy wash water all year.
KL_a02, Don't ask me to carry an oily rag like that.
KL_a03, Will you tell me why?
KL_a04, Who authorized the unlimited expense account?
KL_a05, Destroy every file related to my audits.
KL_a06, Corey and Tish played tag with beach balls for hours.
KL_a07, He will allow a real life
KL_a08, Withdraw all phony accelerations at once.
KL_a09, Right now not be the best time for business mergers
KL_a10, Kindergarten children decorate their classrooms for all holidays.
KL_a11," A few years later, the dome fell in."
KL_a12, but in this one section we welcomed auditors.
KL_a13, A lot of people were roaming the streets in costumes and masks and having a ball.
KL_a14," In many of his poems, death comes by train, a strongly evocative visual image."
KL_a15, Then he would realise they were really things that only he himself could think.
KL_d01, She had your dark suit and greasy wash water all year.
KL_d02, Don't ask me to carry an oily rag like that.
KL_d03, Will you tell me why?
KL_d04, Please take this dirty tablecloth to the cleaners for me.
KL_d05, The small boy put the worm on the hook.
KL_d06, Basketball can be an entertaining sport.
KL_d07, How good is your endurance?
KL_d08, Barb burned paper and leaves in a big bonfire.
KL_d09, December and January are nice months to spend in Miami.
KL_d10," If people were more generous, there would be no need for welfare."
KL_d11," If the farm is rented, the rent must be paid."
KL_d12, Laboratory Astrophysics
KL_d13, Pretty soon a woman came along carrying a folded umbrella as a walking stick.
KL_d14, How much and how many profits could a majority take out the losses of a few?
KL_d15, Does society really exist as an entity over and above the agglomeration of men?
KL_f01, She had your dark suit and greasy wash water all year.
KL_f02, Don't ask me to carry an oily rag like that.
KL_f03, Will you tell me why?
KL_f04, Call an ambulance or medical assistance.
KL_f05, Tornadoes often destroy acres of farmland.
KL_f06, Straw hats are a fashion this year.
KL_f07, That diagram makes sense only after much study.
KL_f08, Special task forces rescue hostages from kidnappers.
KL_f09, The tooth fairy forgot to come when Roger's tooth fell out.
KL_f10, Will Robin wear a yellow lily?
KL_f11," Their props were two step ladders, a chair and a palm fan."
KL_f12, This is a problem that goes considerably beyond question of salary and tenure.
KL_f13, The pulsing glow of a cigarette.
KL_f14," One looked down on a sea of leaves, a breaking wave of flower."
KL_f15, We will achieve a more vivid sense of what it is by realising what it is not.
KL_h01, She had your dark suit in greasy wash water all year.
KL_h02, Don't ask me to carry an oily rag like that.
KL_h03, Will you tell me why?
KL_h04, Those musicians harmonized marvelously.
KL_h05, The Eastern Coast is a place of pure pleasure and excitement.
KL_h06, That noise problem grows more annoying each day.
KL_h07, Project development was proceeding too slowly.
KL_h08, The oasis was a mirage.
KL_h09, Are your grades higher or lower than Nancy's?
KL_h10, Serve the coleslaw after I add the oil.
KL_h11," By that, one feels that magnetic forces are as general as electrical forces."
KL_h12, His artistic accomplishments guaranteed him entry to every social gathering.
KL_h13," ""'He would not carry a briefcase.'"
KL_h14, Obviously the bridal pair had many adjustments to make in their new situation.
KL_h15, Both the conditions and the complicity are documented in considerable details.
KL_n01, She had your dark suit in greasy wash water all year.
KL_n02, Don't ask me to carry an oiler rag like that.
KL_n03, Will you tell me why?
KL_n04, The best way to learn is to solve extra problems.
KL_n05, Calcium makes bones and teeth strong.
KL_n06, Catastrophic economic cutbacks neglect the poor
KL_n07," Allow Levy here, but rationalise all errors."
KL_n08, Greg buys fresh milk each weekday morning.
KL_n09, Agricultural products are unevenly distributed.
KL_n10, The nearest synagogue may not be within walking distance.
KL_n11," As such, it was beyond politics and had no need of justification by a message."
KL_n12, He always seemed to have money in his pocket.
KL_n13, No return address whatsoever.
KL_n14," Keep your seats. Boys, I just want to put some finishing touches on this one thing."
KL_n15, He ripped down the cellophane carefully and laid three dogs on the tinfoil.
KL_n16, She had your dark suit in greasy wash water all year.
KL_n17, Don't ask me to carry an oily rag like that.
KL_n18, Will you tell me why?
KL_n19, Who authorises the unlimited expense account?
KL_n20, Destroy every file related to my audits.
KL_n21, Please take this dirty tablecloth to the cleaners for me.
KL_n22, The small boy put the worm on the hook.
KL_n23, Call an ambulance for medical assistance.
KL_n24, Tornadoes often destroy acres of farmland
KL_n25, The carpet cleaner shampooed our oriental rug.
KL_n26, His shoulders felt as if they were broken.
KL_n27, The prospect of cutting back spending is an unpleasant one for any governor.
KL_n28," The diagnosis was discouraging, however he was not overly worried."
KL_n29, Those musicians harmonized marvelously.
KL_n30, The Eastern Coast is a place of pure pleasure and excitement.
KL_sa01, She had your dark suit and greasy wash-wall all year.
KL_sa02, Don't ask me to curry in oil with rag like that.
KL_sa03, Will you tell me why?
KL_sa04, The prospect of cutting back spending is an unpleasant one for any governor.
KL_sa05," The diagnosis was discouraging, however he was not overly worried."
KL_sa06," Before Thursday's exam, review every formula."
KL_sa07, They enjoy it when I audition.
KL_sa08, John cleaned shellfish for a living.
KL_sa09, He stole a dime from a beggar.
KL_sa10, Jeff thought you argued in favour of a centre-fridge purchase.
KL_sa11," However, the litter remained augmented by several dozen lunchroom suppers."
KL_sa12, American newspaper reviews like to call his plays nihilistic.
KL_sa13, But the ships are very slow now and we don't get so many sailors anymore.
KL_sa14, It is one of the rare public ventures here on which nearly everybody is agreed.
KL_sa15, No manufacturer has taken the initiative in pointing out the costs involved.
KL_su01, She had your dark suit in greasy wash water all year.
KL_su02, Don't ask me to carry an oily rag like that.
KL_su03, Will you tell me why?
KL_su04, The carpet cleaner shampooed our oriental rug
KL_su05, His shoulders felt as if it were broken.
KL_su06, the viewpoint overlooked the ocean.
KL_su07, I dragged the subway but I haven't enough change
KL_su08, The clumsy customer spilled some expensive perfume.
KL_su09, Please dig my potatoes up before the frost.
KL_su10, Grandmother outgrew her upbringing in petticoats.
KL_su11, Salvation reconsidered.
KL_su12," Properly used, the present book is an excellent instrument of enlightenment."
KL_su13, Lighted windows glowed jewel bright through the downpour.
KL_su14," But this doesn't distract from its merit as an interesting, if not great, film."
KL_su15, He further proposed grants of an unspecified sum of experimental hospitals.
